id,text,favorites,retweets,date,tweet_datetime,date_part,time_part,hour,year,month,sentiment_score,compound
9.21525e+17,"""Great book just out, """"A Place Called Heaven,"""" by Dr. Robert Jeffress - A wonderful man!""",63767,11498,2017-10-20 23:52:00,2017-10-21 07:52:00,2017-10-21,07:52:00,7,2017,10,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.8439}",0.8439
9.21484e+17,This is a once-in-a-generation opportunity to offer historic tax relief to the American people! Join me today:,54299,12514,2017-10-20 21:10:00,2017-10-21 05:10:00,2017-10-21,05:10:00,5,2017,10,"{'neg': 0.0, 'neu': 0.608, 'pos': 0.392, 'compound': 0.8122}",0.8122
9.21323e+17,"""Just out report: """"United Kingdom crime rises % annually amid spread of Radical Islamic terror."""" Not good, we must keep America safe!""",89529,22815,2017-10-20 10:31:00,2017-10-20 18:31:00,2017-10-20,18:31:00,18,2017,10,"{'neg': 0.246, 'neu': 0.754, 'pos': 0.0, 'compound': -0.735}",-0.735
9.21319e+17,"....This now allows for the passage of large scale Tax Cuts (and Reform), which will be the biggest in the history of our country!",63510,11988,2017-10-20 10:15:00,2017-10-20 18:15:00,2017-10-20,18:15:00,18,2017,10,"{'neg': 0.098, 'neu': 0.902, 'pos': 0.0, 'compound': -0.3595}",-0.3595
9.21318e+17,"The Budget passed late last night, to . We got ZERO Democrat votes with only Rand Paul (he will vote for Tax Cuts) voting against.....",60427,12529,2017-10-20 10:11:00,2017-10-20 18:11:00,2017-10-20,18:11:00,18,2017,10,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
9.21243e+17,Great news on the budget McConnell - first step toward delivering MASSIVE tax cuts for the American people!,46190,10187,2017-10-20 05:12:00,2017-10-20 13:12:00,2017-10-20,13:12:00,13,2017,10,"{'neg': 0.102, 'neu': 0.695, 'pos': 0.203, 'compound': 0.4926}",0.4926
9.2121e+17,Big ratings getter and Apprentice Champion John Rich are right now going on stage in Las Vegas for . Great Show!,43524,7642,2017-10-20 03:00:00,2017-10-20 11:00:00,2017-10-20,11:00:00,11,2017,10,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.9168}",0.9168
9.21208e+17,"The Fake News is going crazy with wacky Congresswoman Wilson(D), who was SECRETLY on a very personal call, and gave a total lie on content!",76124,16271,2017-10-20 02:53:00,2017-10-20 10:53:00,2017-10-20,10:53:00,10,2017,10,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.6996}",-0.6996
9.2119e+17,"""Keep up the GREAT work. I am with you %!""""ISIS is losing its grip...""""Army Colonel Ryan DillonCJTF–OIRhttps:// """,46227,10034,2017-10-20 01:43:00,2017-10-20 09:43:00,2017-10-20,09:43:00,9,2017,10,"{'neg': 0.12, 'neu': 0.644, 'pos': 0.236, 'compound': 0.5461}",0.5461
9.21114e+17,It was great to have Governor of 🇵🇷with us at the today. We are with you!,42377,8687,2017-10-19 20:40:00,2017-10-20 04:40:00,2017-10-20,04:40:00,4,2017,10,"{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.6588}",0.6588
9.20982e+17,"Workers of firm involved with the discredited and Fake Dossier take the th. Who paid for it, Russia, the FBI or the Dems (or all)?",73318,20827,2017-10-19 11:56:00,2017-10-19 19:56:00,2017-10-19,19:56:00,19,2017,10,"{'neg': 0.207, 'neu': 0.793, 'pos': 0.0, 'compound': -0.7184}",-0.7184
9.20972e+17,"Uranium deal to Russia, with Clinton help and Obama Administration knowledge, is the biggest story that Fake Media doesn't want to follow!",100236,32373,2017-10-19 11:17:00,2017-10-19 19:17:00,2017-10-19,19:17:00,19,2017,10,"{'neg': 0.175, 'neu': 0.722, 'pos': 0.103, 'compound': -0.2297}",-0.2297
9.20966e+17,"Republicans are going for the big Budget approval today, first step toward massive tax cuts. I think we have the votes, but who knows?",60957,10498,2017-10-19 10:54:00,2017-10-19 18:54:00,2017-10-19,18:54:00,18,2017,10,"{'neg': 0.065, 'neu': 0.852, 'pos': 0.083, 'compound': 0.1154}",0.1154
9.20848e+17,"""""""46% of Americans think the Media is inventing stories about Trump &amp, his Administration."""" It is actually much worse than this!""",69883,14930,2017-10-19 03:03:00,2017-10-19 11:03:00,2017-10-19,11:03:00,11,2017,10,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.5255}",-0.5255
9.20795e+17,". &amp, ,Thank you so much for the wonderful compliment. Working hard!",37194,8244,2017-10-18 23:31:00,2017-10-19 07:31:00,2017-10-19,07:31:00,7,2017,10,"{'neg': 0.078, 'neu': 0.389, 'pos': 0.533, 'compound': 0.8478}",0.8478
9.20784e+17,"""""""20,000📈21,000📈22,000📈 ,000📈this year...FOUR one thousand milestones this year..."""" """,48725,11337,2017-10-18 22:49:00,2017-10-19 06:49:00,2017-10-19,06:49:00,6,2017,10,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
9.20776e+17,This is what REAL PRIDE in our COUNTRY is all about! 🇺🇸,59154,14410,2017-10-18 22:19:00,2017-10-19 06:19:00,2017-10-19,06:19:00,6,2017,10,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.5307}",0.5307
9.20752e+17,".: Too much talk, not enough action. Stand for the National Anthem.",82486,17920,2017-10-18 20:42:00,2017-10-19 04:42:00,2017-10-19,04:42:00,4,2017,10,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
9.20612e+17,Democrat Congresswoman totally fabricated what I said to the wife of a soldier who died in action (and I have proof). Sad!,82473,19545,2017-10-18 11:25:00,2017-10-18 19:25:00,2017-10-18,19:25:00,19,2017,10,"{'neg': 0.291, 'neu': 0.709, 'pos': 0.0, 'compound': -0.7901}",-0.7901
9.20607e+17,The NFL has decided that it will not force players to stand for the playing of our National Anthem. Total disrespect for our great country!,85127,19062,2017-10-18 11:06:00,2017-10-18 19:06:00,2017-10-18,19:06:00,19,2017,10,"{'neg': 0.09, 'neu': 0.71, 'pos': 0.2, 'compound': 0.5255}",0.5255
9.20605e+17,"As it has turned out, James Comey lied and leaked and totally protected Hillary Clinton. He was the best thing that ever happened to her!",78626,19527,2017-10-18 10:56:00,2017-10-18 18:56:00,2017-10-18,18:56:00,18,2017,10,"{'neg': 0.146, 'neu': 0.625, 'pos': 0.229, 'compound': 0.5838}",0.5838
9.206e+17,"The Democrats will only vote for Tax Increases. Hopefully, all Senate Republicans will vote for the largest Tax Cuts in U.S. history.",50727,10992,2017-10-18 10:38:00,2017-10-18 18:38:00,2017-10-18,18:38:00,18,2017,10,"{'neg': 0.088, 'neu': 0.803, 'pos': 0.108, 'compound': 0.128}",0.128
9.20597e+17,"...people not interviewed, including Clinton herself. Comey stated under oath that he didn't do this-obviously a fix? Where is Justice Dept?",61180,15298,2017-10-18 10:27:00,2017-10-18 18:27:00,2017-10-18,18:27:00,18,2017,10,"{'neg': 0.0, 'neu': 0.835, 'pos': 0.165, 'compound': 0.5803}",0.5803
9.20596e+17,"Wow, FBI confirms report that James Comey drafted letter exonerating Crooked Hillary Clinton long before investigation was complete. Many..",71702,18845,2017-10-18 10:21:00,2017-10-18 18:21:00,2017-10-18,18:21:00,18,2017,10,"{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.7003}",0.7003
9.20475e+17,The most important truth our FOUNDERS understood was: FREEDOM is NOT a gift from Govt. FREEDOM is a GIFT from GOD. 🎥,54253,14572,2017-10-18 02:21:00,2017-10-18 10:21:00,2017-10-18,10:21:00,10,2017,10,"{'neg': 0.068, 'neu': 0.339, 'pos': 0.593, 'compound': 0.9617}",0.9617
9.20451e+17,"Thank you ! This is our once-in-a-generation opportunity to revitalize our economy, revive our industry &amp, renew the AMERICAN DREAM!",35855,7626,2017-10-18 00:44:00,2017-10-18 08:44:00,2017-10-18,08:44:00,8,2017,10,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.8755}",0.8755
9.20426e+17,WOW!,53431,13412,2017-10-17 23:06:00,2017-10-18 07:06:00,2017-10-18,07:06:00,7,2017,10,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6239}",0.6239
9.20425e+17,BORDER WALL prototypes underway!,86097,23645,2017-10-17 23:03:00,2017-10-18 07:03:00,2017-10-18,07:03:00,7,2017,10,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
9.20408e+17,"""Any increase in ObamaCare premiums is the fault of the Democrats for giving us a """"product"""" that never had a chance of working.""",60965,13027,2017-10-17 21:56:00,2017-10-18 05:56:00,2017-10-18,05:56:00,5,2017,10,"{'neg': 0.17, 'neu': 0.65, 'pos': 0.18, 'compound': 0.067}",0.067
9.20407e+17,"So much Fake News being put in dying magazines and newspapers. Only place worse may be , , and . Fiction writers!",52992,12350,2017-10-17 21:51:00,2017-10-18 05:51:00,2017-10-18,05:51:00,5,2017,10,"{'neg': 0.285, 'neu': 0.715, 'pos': 0.0, 'compound': -0.7763}",-0.7763
9.2007e+17,Always great to see the wonderful people of South Carolina. Thank you for the beautiful welcome at Greenville-Spartanburg Int'l Airport!,55694,9703,2017-10-16 23:32:00,2017-10-17 07:32:00,2017-10-17,07:32:00,7,2017,10,"{'neg': 0.0, 'neu': 0.462, 'pos': 0.538, 'compound': 0.9551}",0.9551
