id,cleaned_text,favorites,retweets,date,date_new,date_part,time_part,hour,year,month,cleaned_text2,emoji_free_tweets,url_free_tweets
8.8842e+17,"""""""six months in - it is the hope of growth📈that is making america🇺🇸four trillion dollars💰richer."""" -stuart @varneyco🎥 ",47912,12459,2017-07-21 15:28:00,2017-07-21 23:28:00,2017-07-21,23:28:00,23,2017,7,six months in  it is the hope of is making trillion stuart,"""""""six months in - it is the hope of is making trillion -stuart","""""""six months in - it is the hope of is making trillion -stuart"
8.88393e+17,#madeinamerica🇺🇸📸 ,35693,7170,2017-07-21 13:41:00,2017-07-21 21:41:00,2017-07-21,21:41:00,21,2017,7,,,
8.8824e+17,"billions of dollars in investments &amp, thousands of new jobs in america! an initiative via corning, merck &amp, pfizer:  ",50024,11097,2017-07-21 03:31:00,2017-07-21 11:31:00,2017-07-21,11:31:00,11,2017,7,billions of dollars in investments amp thousands of new jobs in america an initiative via corning merck amp pfizer,"billions of dollars in investments &amp, thousands of new jobs in america! an initiative via corning, merck &amp, pfizer:","billions of dollars in investments &amp, thousands of new jobs in america! an initiative via corning, merck &amp, pfizer:"
8.88129e+17,"i am asking all citizens to believe in yourselves, believe in your future, and believe, once more, in america. #americafirst🇺🇸 ",103928,28854,2017-07-20 20:08:00,2017-07-21 04:08:00,2017-07-21,04:08:00,4,2017,7,i am asking all citizens to believe in yourselves believe in your future and believe once more in america,"i am asking all citizens to believe in yourselves, believe in your future, and believe, once more, in america.","i am asking all citizens to believe in yourselves, believe in your future, and believe, once more, in america."
8.88088e+17,"departing the pentagon after meetings with @vp pence, secretary james mattis, and our great teams. #maga🇺🇸 ",51179,10419,2017-07-20 17:27:00,2017-07-21 01:27:00,2017-07-21,01:27:00,1,2017,7,departing the pentagon after meetings with vp pence secretary james mattis and our great teams,"departing the pentagon after meetings with @vp pence, secretary james mattis, and our great teams.","departing the pentagon after meetings with @vp pence, secretary james mattis, and our great teams."
8.87863e+17,"melania and i send our thoughts and prayers to senator mccain, cindy, and their entire family. get well soon. ",71711,12665,2017-07-20 02:33:00,2017-07-20 10:33:00,2017-07-20,10:33:00,10,2017,7,melania and i send our thoughts and prayers to senator mccain cindy and their entire family get well soon,"melania and i send our thoughts and prayers to senator mccain, cindy, and their entire family. get well soon.","melania and i send our thoughts and prayers to senator mccain, cindy, and their entire family. get well soon."
8.87655e+17,"the republicans never discuss how good their healthcare bill is, &amp, it will get even better at lunchtime.the dems scream death as ocare dies!",63150,12803,2017-07-19 12:46:00,2017-07-19 20:46:00,2017-07-19,20:46:00,20,2017,7,the republicans never discuss how good their healthcare bill is amp it will get even better at lunchtimethe dems scream death as ocare dies,"the republicans never discuss how good their healthcare bill is, &amp, it will get even better at lunchtime.the dems scream death as ocare dies!","the republicans never discuss how good their healthcare bill is, &amp, it will get even better at lunchtime.the dems scream death as ocare dies!"
8.87651e+17,i will be having lunch at the white house today with republican senators concerning healthcare. they must keep their promise to america!,78450,14850,2017-07-19 12:30:00,2017-07-19 20:30:00,2017-07-19,20:30:00,20,2017,7,i will be having lunch at the white house today with republican senators concerning healthcare they must keep their promise to america,i will be having lunch at the white house today with republican senators concerning healthcare. they must keep their promise to america!,i will be having lunch at the white house today with republican senators concerning healthcare. they must keep their promise to america!
8.87477e+17,the fake news is becoming more and more dishonest! even a dinner arranged for top 20 leaders in germany is made to look sinister!,90361,21570,2017-07-19 00:59:00,2017-07-19 08:59:00,2017-07-19,08:59:00,8,2017,7,the fake news is becoming more and more dishonest even a dinner arranged for top  leaders in germany is made to look sinister,the fake news is becoming more and more dishonest! even a dinner arranged for top 20 leaders in germany is made to look sinister!,the fake news is becoming more and more dishonest! even a dinner arranged for top 20 leaders in germany is made to look sinister!
8.87475e+17,"""fake news story of secret dinner with putin is """"sick."""" all g 20 leaders, and spouses, were invited by the chancellor of germany. press knew!""",81092,20977,2017-07-19 00:53:00,2017-07-19 08:53:00,2017-07-19,08:53:00,8,2017,7,fake news story of secret dinner with putin is sick all g  leaders and spouses were invited by the chancellor of germany press knew,"""fake news story of secret dinner with putin is """"sick."""" all g 20 leaders, and spouses, were invited by the chancellor of germany. press knew!""","""fake news story of secret dinner with putin is """"sick."""" all g 20 leaders, and spouses, were invited by the chancellor of germany. press knew!"""
8.87303e+17,the senate must go to a 51 vote majority instead of current 60 votes. even parts of full repeal need 60. 8 dems control senate. crazy!,61569,15248,2017-07-18 13:26:00,2017-07-18 21:26:00,2017-07-18,21:26:00,21,2017,7,the senate must go to a  vote majority instead of current  votes even parts of full repeal need   dems control senate crazy,the senate must go to a 51 vote majority instead of current 60 votes. even parts of full repeal need 60. 8 dems control senate. crazy!,the senate must go to a 51 vote majority instead of current 60 votes. even parts of full repeal need 60. 8 dems control senate. crazy!
8.873e+17,"with only a very small majority, the republicans in the house &amp, senate need more victories next year since dems totally obstruct, no votes!",55540,12344,2017-07-18 13:15:00,2017-07-18 21:15:00,2017-07-18,21:15:00,21,2017,7,with only a very small majority the republicans in the house amp senate need more victories next year since dems totally obstruct no votes,"with only a very small majority, the republicans in the house &amp, senate need more victories next year since dems totally obstruct, no votes!","with only a very small majority, the republicans in the house &amp, senate need more victories next year since dems totally obstruct, no votes!"
8.8728e+17,"as i have always said, let obamacare fail and then come together and do a great healthcare plan. stay tuned!",70172,14520,2017-07-18 11:58:00,2017-07-18 19:58:00,2017-07-18,19:58:00,19,2017,7,as i have always said let obamacare fail and then come together and do a great healthcare plan stay tuned,"as i have always said, let obamacare fail and then come together and do a great healthcare plan. stay tuned!","as i have always said, let obamacare fail and then come together and do a great healthcare plan. stay tuned!"
8.87279e+17,"we were let down by all of the democrats and a few republicans. most republicans were loyal, terrific &amp, worked really hard. we will return!",65700,13181,2017-07-18 11:53:00,2017-07-18 19:53:00,2017-07-18,19:53:00,19,2017,7,we were let down by all of the democrats and a few republicans most republicans were loyal terrific amp worked really hard we will return,"we were let down by all of the democrats and a few republicans. most republicans were loyal, terrific &amp, worked really hard. we will return!","we were let down by all of the democrats and a few republicans. most republicans were loyal, terrific &amp, worked really hard. we will return!"
8.87134e+17,"republicans should just repeal failing obamacare now &amp, work on a new healthcare plan that will start from a clean slate. dems will join in!",95411,22541,2017-07-18 02:17:00,2017-07-18 10:17:00,2017-07-18,10:17:00,10,2017,7,republicans should just repeal failing obamacare now amp work on a new healthcare plan that will start from a clean slate dems will join in,"republicans should just repeal failing obamacare now &amp, work on a new healthcare plan that will start from a clean slate. dems will join in!","republicans should just repeal failing obamacare now &amp, work on a new healthcare plan that will start from a clean slate. dems will join in!"
8.86692e+17,i am at the @usga  #uswomensopen. an amateur player is co-leading for the first time in many decades - very exciting!,43363,5708,2017-07-16 21:00:00,2017-07-17 05:00:00,2017-07-17,05:00:00,5,2017,7,i am at the usga uswomensopen an amateur player is coleading for the first time in many decades  very exciting,i am at the @usga #uswomensopen. an amateur player is co-leading for the first time in many decades - very exciting!,i am at the @usga #uswomensopen. an amateur player is co-leading for the first time in many decades - very exciting!
8.86636e+17,the #ussjohnfinn will provide essential capabilities to keep america safe. our sailors are the best anywhere in the world. congratulations! ,58966,12072,2017-07-16 17:16:00,2017-07-17 01:16:00,2017-07-17,01:16:00,1,2017,7,the ussjohnfinn will provide essential capabilities to keep america safe our sailors are the best anywhere in the world congratulations,the #ussjohnfinn will provide essential capabilities to keep america safe. our sailors are the best anywhere in the world. congratulations!,the #ussjohnfinn will provide essential capabilities to keep america safe. our sailors are the best anywhere in the world. congratulations!
8.86589e+17,"the abc/washington post poll, even though almost 40% is not bad at this time, was just about the most inaccurate poll around election time!",60376,11032,2017-07-16 14:10:00,2017-07-16 22:10:00,2017-07-16,22:10:00,22,2017,7,the abcwashington post poll even though almost  is not bad at this time was just about the most inaccurate poll around election time,"the abc/washington post poll, even though almost 40% is not bad at this time, was just about the most inaccurate poll around election time!","the abc/washington post poll, even though almost 40% is not bad at this time, was just about the most inaccurate poll around election time!"
8.86545e+17,"with all of its phony unnamed sources &amp, highly slanted &amp, even fraudulent reporting, #fake news is distorting democracy in our country!",79826,18708,2017-07-16 11:15:00,2017-07-16 19:15:00,2017-07-16,19:15:00,19,2017,7,with all of its phony unnamed sources amp highly slanted amp even fraudulent reporting fake news is distorting democracy in our country,"with all of its phony unnamed sources &amp, highly slanted &amp, even fraudulent reporting, #fake news is distorting democracy in our country!","with all of its phony unnamed sources &amp, highly slanted &amp, even fraudulent reporting, #fake news is distorting democracy in our country!"
8.86542e+17,thank you to former campaign adviser michael caputo for saying so powerfully that there was no russian collusion in our winning campaign.,76651,15508,2017-07-16 11:04:00,2017-07-16 19:04:00,2017-07-16,19:04:00,19,2017,7,thank you to former campaign adviser michael caputo for saying so powerfully that there was no russian collusion in our winning campaign,thank you to former campaign adviser michael caputo for saying so powerfully that there was no russian collusion in our winning campaign.,thank you to former campaign adviser michael caputo for saying so powerfully that there was no russian collusion in our winning campaign.
8.86539e+17,"thank you to all of the supporters, who far out-numbered the protesters, yesterday at the women's u.s. open. very cool!",93980,15269,2017-07-16 10:51:00,2017-07-16 18:51:00,2017-07-16,18:51:00,18,2017,7,thank you to all of the supporters who far outnumbered the protesters yesterday at the womens us open very cool,"thank you to all of the supporters, who far out-numbered the protesters, yesterday at the women's u.s. open. very cool!","thank you to all of the supporters, who far out-numbered the protesters, yesterday at the women's u.s. open. very cool!"
8.86535e+17,"hillaryclinton can illegally get the questions to the debate &amp, delete 33,000 emails but my son don is being scorned by the fake news media?",119166,30036,2017-07-16 10:35:00,2017-07-16 18:35:00,2017-07-16,18:35:00,18,2017,7,hillaryclinton can illegally get the questions to the debate amp delete  emails but my son don is being scorned by the fake news media,"hillaryclinton can illegally get the questions to the debate &amp, delete 33,000 emails but my son don is being scorned by the fake news media?","hillaryclinton can illegally get the questions to the debate &amp, delete 33,000 emails but my son don is being scorned by the fake news media?"
8.86421e+17,the women played great today at the @usga #uswomensopen🇺🇸 i look forward to being there tomorrow for the final round! ,38545,5836,2017-07-16 03:04:00,2017-07-16 11:04:00,2017-07-16,11:04:00,11,2017,7,the women played great today at the usga i look forward to being there tomorrow for the final round,the women played great today at the @usga i look forward to being there tomorrow for the final round!,the women played great today at the @usga i look forward to being there tomorrow for the final round!
8.86322e+17,"just got to the #uswomensopen in bedminster, new jersey. people are really happy with record high stock market - up over 17% since election!",55555,9048,2017-07-15 20:29:00,2017-07-16 04:29:00,2017-07-16,04:29:00,4,2017,7,just got to the uswomensopen in bedminster new jersey people are really happy with record high stock market  up over  since election,"just got to the #uswomensopen in bedminster, new jersey. people are really happy with record high stock market - up over 17% since election!","just got to the #uswomensopen in bedminster, new jersey. people are really happy with record high stock market - up over 17% since election!"
8.86319e+17,make america great again! ,54525,12230,2017-07-15 20:19:00,2017-07-16 04:19:00,2017-07-16,04:19:00,4,2017,7,make america great again,make america great again!,make america great again!
8.86283e+17,next week the senate is going to vote on legislation to save americans from the obamacare disaster. #weeklyaddress🇺🇸 ,51006,10745,2017-07-15 17:56:00,2017-07-16 01:56:00,2017-07-16,01:56:00,1,2017,7,next week the senate is going to vote on legislation to save americans from the obamacare disaster,next week the senate is going to vote on legislation to save americans from the obamacare disaster.,next week the senate is going to vote on legislation to save americans from the obamacare disaster.
8.86262e+17,"stock market hit another all-time high yesterday - despite the russian hoax story! also, jobs numbers are starting to look very good!",72721,14687,2017-07-15 16:30:00,2017-07-16 00:30:00,2017-07-16,00:30:00,0,2017,7,stock market hit another alltime high yesterday  despite the russian hoax story also jobs numbers are starting to look very good,"stock market hit another all-time high yesterday - despite the russian hoax story! also, jobs numbers are starting to look very good!","stock market hit another all-time high yesterday - despite the russian hoax story! also, jobs numbers are starting to look very good!"
8.86259e+17,stock market at new all-time high! working on new trade deals that will be great for u.s. and its workers!,72077,13001,2017-07-15 16:21:00,2017-07-16 00:21:00,2017-07-16,00:21:00,0,2017,7,stock market at new alltime high working on new trade deals that will be great for us and its workers,stock market at new all-time high! working on new trade deals that will be great for u.s. and its workers!,stock market at new all-time high! working on new trade deals that will be great for u.s. and its workers!
8.86058e+17,"i will be at the @usga #uswomensopen in bedminster, nj tomorrow. big crowds expected &amp, the women are playing great-should be very exciting!",42603,6055,2017-07-15 03:02:00,2017-07-15 11:02:00,2017-07-15,11:02:00,11,2017,7,i will be at the usga uswomensopen in bedminster nj tomorrow big crowds expected amp the women are playing greatshould be very exciting,"i will be at the @usga #uswomensopen in bedminster, nj tomorrow. big crowds expected &amp, the women are playing great-should be very exciting!","i will be at the @usga #uswomensopen in bedminster, nj tomorrow. big crowds expected &amp, the women are playing great-should be very exciting!"
8.86036e+17,honored to serve as commander-in-chief to the courageous men and women of our u.s. armed forces. a grateful nation thanks you! ,95264,18606,2017-07-15 01:34:00,2017-07-15 09:34:00,2017-07-15,09:34:00,9,2017,7,honored to serve as commanderinchief to the courageous men and women of our us armed forces a grateful nation thanks you,honored to serve as commander-in-chief to the courageous men and women of our u.s. armed forces. a grateful nation thanks you!,honored to serve as commander-in-chief to the courageous men and women of our u.s. armed forces. a grateful nation thanks you!
8.85992e+17,"president @emmanuelmacron,thank you for inviting melania and myself to such a historic celebration in france. #bastilleday #14juillet ",67616,15263,2017-07-14 22:39:00,2017-07-15 06:39:00,2017-07-15,06:39:00,6,2017,7,president emmanuelmacronthank you for inviting melania and myself to such a historic celebration in france bastilleday ,"president @emmanuelmacron,thank you for inviting melania and myself to such a historic celebration in france. #bastilleday #14juillet","president @emmanuelmacron,thank you for inviting melania and myself to such a historic celebration in france. #bastilleday #14juillet"
8.85988e+17,"just landed from paris, france. it was an incredible visit with president @emmanuelmacron. a lot discussed and accomplished in two days!",51594,8306,2017-07-14 22:22:00,2017-07-15 06:22:00,2017-07-15,06:22:00,6,2017,7,just landed from paris france it was an incredible visit with president emmanuelmacron a lot discussed and accomplished in two days,"just landed from paris, france. it was an incredible visit with president @emmanuelmacron. a lot discussed and accomplished in two days!","just landed from paris, france. it was an incredible visit with president @emmanuelmacron. a lot discussed and accomplished in two days!"
8.85866e+17,"left paris for u.s.a. will be heading to new jersey and attending the#uswomensopen, their most important tournament, this afternoon.",48884,7365,2017-07-14 14:16:00,2017-07-14 22:16:00,2017-07-14,22:16:00,22,2017,7,left paris for usa will be heading to new jersey and attending theuswomensopen their most important tournament this afternoon,"left paris for u.s.a. will be heading to new jersey and attending the#uswomensopen, their most important tournament, this afternoon.","left paris for u.s.a. will be heading to new jersey and attending the#uswomensopen, their most important tournament, this afternoon."
8.85858e+17,"great conversations with president @emmanuelmacron and his representatives on trade, military and security.",42749,7243,2017-07-14 13:47:00,2017-07-14 21:47:00,2017-07-14,21:47:00,21,2017,7,great conversations with president emmanuelmacron and his representatives on trade military and security,"great conversations with president @emmanuelmacron and his representatives on trade, military and security.","great conversations with president @emmanuelmacron and his representatives on trade, military and security."
8.85856e+17,"the united states mourns for the victims of nice, france. we pledge our solidarity with france against terror. 🇺🇸🇫🇷 ",44545,8743,2017-07-14 13:39:00,2017-07-14 21:39:00,2017-07-14,21:39:00,21,2017,7,the united states mourns for the victims of nice france we pledge our solidarity with france against terror,"the united states mourns for the victims of nice, france. we pledge our solidarity with france against terror.","the united states mourns for the victims of nice, france. we pledge our solidarity with france against terror."
8.85817e+17,it was a great honor to represent the united states at the magnificent #bastilleday parade. congratulations president @emmanuelmacron! ,57052,11754,2017-07-14 11:04:00,2017-07-14 19:04:00,2017-07-14,19:04:00,19,2017,7,it was a great honor to represent the united states at the magnificent bastilleday parade congratulations president emmanuelmacron,it was a great honor to represent the united states at the magnificent #bastilleday parade. congratulations president @emmanuelmacron!,it was a great honor to represent the united states at the magnificent #bastilleday parade. congratulations president @emmanuelmacron!
8.85773e+17,.@vp mike pence is working hard on healthcare and getting our wonderful republican senators to do what is right for the people.,50805,8966,2017-07-14 08:09:00,2017-07-14 16:09:00,2017-07-14,16:09:00,16,2017,7,vp mike pence is working hard on healthcare and getting our wonderful republican senators to do what is right for the people,.@vp mike pence is working hard on healthcare and getting our wonderful republican senators to do what is right for the people.,.@vp mike pence is working hard on healthcare and getting our wonderful republican senators to do what is right for the people.
8.85773e+17,"after all of these years of suffering thru obamacare, republican senators must come through as they have promised!",62380,12643,2017-07-14 08:07:00,2017-07-14 16:07:00,2017-07-14,16:07:00,16,2017,7,after all of these years of suffering thru obamacare republican senators must come through as they have promised,"after all of these years of suffering thru obamacare, republican senators must come through as they have promised!","after all of these years of suffering thru obamacare, republican senators must come through as they have promised!"
8.85772e+17,"so impt rep senators, under leadership of @senatemajldr mcconnell get healthcare plan approved. after 7yrs of o'care disaster, must happen!",42132,7768,2017-07-14 08:05:00,2017-07-14 16:05:00,2017-07-14,16:05:00,16,2017,7,so impt rep senators under leadership of senatemajldr mcconnell get healthcare plan approved after  of ocare disaster must happen,"so impt rep senators, under leadership of @senatemajldr mcconnell get healthcare plan approved. after 7yrs of o'care disaster, must happen!","so impt rep senators, under leadership of @senatemajldr mcconnell get healthcare plan approved. after 7yrs of o'care disaster, must happen!"
8.8577e+17,"republicans senators are working hard to get their failed obamacare replacement approved. i will be at my desk, pen in hand!",58848,10937,2017-07-14 07:57:00,2017-07-14 15:57:00,2017-07-14,15:57:00,15,2017,7,republicans senators are working hard to get their failed obamacare replacement approved i will be at my desk pen in hand,"republicans senators are working hard to get their failed obamacare replacement approved. i will be at my desk, pen in hand!","republicans senators are working hard to get their failed obamacare replacement approved. i will be at my desk, pen in hand!"
8.8577e+17,"great evening with president @emmanuelmacron &amp, mrs. macron. went to eiffel tower for dinner. relationship with france stronger than ever. ",38278,7053,2017-07-14 07:56:00,2017-07-14 15:56:00,2017-07-14,15:56:00,15,2017,7,great evening with president emmanuelmacron amp mrs macron went to eiffel tower for dinner relationship with france stronger than ever,"great evening with president @emmanuelmacron &amp, mrs. macron. went to eiffel tower for dinner. relationship with france stronger than ever.","great evening with president @emmanuelmacron &amp, mrs. macron. went to eiffel tower for dinner. relationship with france stronger than ever."
8.8558e+17,great bilateral meetings at élysée palace w/ president @emmanuelmacron. the friendship between our two nations and ourselves is unbreakable. ,49566,10129,2017-07-13 19:20:00,2017-07-14 03:20:00,2017-07-14,03:20:00,3,2017,7,great bilateral meetings at élysée palace w president emmanuelmacron the friendship between our two nations and ourselves is unbreakable,great bilateral meetings at élysée palace w/ president @emmanuelmacron. the friendship between our two nations and ourselves is unbreakable.,great bilateral meetings at élysée palace w/ president @emmanuelmacron. the friendship between our two nations and ourselves is unbreakable.
8.85571e+17,"president @emmanuelmacron,thank you for the beautiful welcome ceremony at les invalides today! ",48880,9133,2017-07-13 18:45:00,2017-07-14 02:45:00,2017-07-14,02:45:00,2,2017,7,president emmanuelmacronthank you for the beautiful welcome ceremony at les invalides today,"president @emmanuelmacron,thank you for the beautiful welcome ceremony at les invalides today!","president @emmanuelmacron,thank you for the beautiful welcome ceremony at les invalides today!"
8.85482e+17,"melania and i were thrilled to join the dedicated men and women of the @usembassyfrance, members of the u.s. military and their families. ",59549,11556,2017-07-13 12:50:00,2017-07-13 20:50:00,2017-07-13,20:50:00,20,2017,7,melania and i were thrilled to join the dedicated men and women of the usembassyfrance members of the us military and their families,"melania and i were thrilled to join the dedicated men and women of the @usembassyfrance, members of the u.s. military and their families.","melania and i were thrilled to join the dedicated men and women of the @usembassyfrance, members of the u.s. military and their families."
8.8541e+17,"just landed in paris, france with @flotus melania. ",65059,10941,2017-07-13 08:06:00,2017-07-13 16:06:00,2017-07-13,16:06:00,16,2017,7,just landed in paris france with flotus melania,"just landed in paris, france with @flotus melania.","just landed in paris, france with @flotus melania."
8.85279e+17,"big win today for building the wall. it will secure the border &amp, save lives. now the full house &amp, senate must act! ➡️ ",58076,16673,2017-12-07 23:24:00,2017-12-08 07:24:00,2017-12-08,07:24:00,7,2017,12,big win today for building the wall it will secure the border amp save lives now the full house amp senate must act,"big win today for building the wall. it will secure the border &amp, save lives. now the full house &amp, senate must act!","big win today for building the wall. it will secure the border &amp, save lives. now the full house &amp, senate must act!"
8.85276e+17,"jobs, jobs, jobs! #maga🇺🇸 ",67179,18340,2017-12-07 23:12:00,2017-12-08 07:12:00,2017-12-08,07:12:00,7,2017,12,jobs jobs jobs,"jobs, jobs, jobs!","jobs, jobs, jobs!"
8.85274e+17,stock market hits another high with spirit and enthusiasm so positive. jobs outlook looking very good! #maga🇺🇸 ,54579,12564,2017-12-07 23:06:00,2017-12-08 07:06:00,2017-12-08,07:06:00,7,2017,12,stock market hits another high with spirit and enthusiasm so positive jobs outlook looking very good,stock market hits another high with spirit and enthusiasm so positive. jobs outlook looking very good!,stock market hits another high with spirit and enthusiasm so positive. jobs outlook looking very good!
8.85266e+17,"getting rdy to leave for france @ the invitation of president macron to celebrate &amp, honor bastille day and 100yrs since u.s. entry into wwi.",69253,11673,2017-12-07 22:35:00,2017-12-08 06:35:00,2017-12-08,06:35:00,6,2017,12,getting rdy to leave for france  the invitation of president macron to celebrate amp honor bastille day and  since us entry into wwi,"getting rdy to leave for france @ the invitation of president macron to celebrate &amp, honor bastille day and 100yrs since u.s. entry into wwi.","getting rdy to leave for france @ the invitation of president macron to celebrate &amp, honor bastille day and 100yrs since u.s. entry into wwi."
8.85233e+17,"""""""after 14 years, u.s. beef hits chinese market. trade deal an exciting opportunity for agriculture."""" ",58311,14129,2017-12-07 20:20:00,2017-12-08 04:20:00,2017-12-08,04:20:00,4,2017,12,after  years us beef hits chinese market trade deal an exciting opportunity for agriculture,"""""""after 14 years, u.s. beef hits chinese market. trade deal an exciting opportunity for agriculture.""""","""""""after 14 years, u.s. beef hits chinese market. trade deal an exciting opportunity for agriculture."""""
8.85131e+17,"the w.h. is functioning perfectly, focused on healthcare, tax cuts/reform &amp, many other things. i have very little time for watching t.v.",83191,16469,2017-12-07 13:39:00,2017-12-07 21:39:00,2017-12-07,21:39:00,21,2017,12,the wh is functioning perfectly focused on healthcare tax cutsreform amp many other things i have very little time for watching tv,"the w.h. is functioning perfectly, focused on healthcare, tax cuts/reform &amp, many other things. i have very little time for watching t.v.","the w.h. is functioning perfectly, focused on healthcare, tax cuts/reform &amp, many other things. i have very little time for watching t.v."
8.85128e+17,why aren't the same standards placed on the democrats. look what hillary clinton may have gotten away with. disgraceful!,86580,20538,2017-12-07 13:27:00,2017-12-07 21:27:00,2017-12-07,21:27:00,21,2017,12,why arent the same standards placed on the democrats look what hillary clinton may have gotten away with disgraceful,why aren't the same standards placed on the democrats. look what hillary clinton may have gotten away with. disgraceful!,why aren't the same standards placed on the democrats. look what hillary clinton may have gotten away with. disgraceful!
8.8511e+17,""".@washtimes states """"democrats have willfully used moscow disinformation to influence the presidential election against donald trump.""""""",52210,12434,2017-12-07 12:12:00,2017-12-07 20:12:00,2017-12-07,20:12:00,20,2017,12,washtimes states democrats have willfully used moscow disinformation to influence the presidential election against donald trump,""".@washtimes states """"democrats have willfully used moscow disinformation to influence the presidential election against donald trump.""""""",""".@washtimes states """"democrats have willfully used moscow disinformation to influence the presidential election against donald trump."""""""
8.85093e+17,"isis is on the run &amp, will soon be wiped out of syria &amp, iraq, illegal border crossings are way down (75%) &amp, ms 13 gangs are being removed.",106122,23283,2017-12-07 11:05:00,2017-12-07 19:05:00,2017-12-07,19:05:00,19,2017,12,isis is on the run amp will soon be wiped out of syria amp iraq illegal border crossings are way down  amp ms  gangs are being removed,"isis is on the run &amp, will soon be wiped out of syria &amp, iraq, illegal border crossings are way down (75%) &amp, ms 13 gangs are being removed.","isis is on the run &amp, will soon be wiped out of syria &amp, iraq, illegal border crossings are way down (75%) &amp, ms 13 gangs are being removed."
8.85085e+17,"""remember, when you hear the words """"sources say"""" from the fake media, often times those sources are made up and do not exist.""",97163,24507,2017-12-07 10:32:00,2017-12-07 18:32:00,2017-12-07,18:32:00,18,2017,12,remember when you hear the words sources say from the fake media often times those sources are made up and do not exist,"""remember, when you hear the words """"sources say"""" from the fake media, often times those sources are made up and do not exist.""","""remember, when you hear the words """"sources say"""" from the fake media, often times those sources are made up and do not exist."""
8.85081e+17,"my son donald did a good job last night. he was open, transparent and innocent. this is the greatest witch hunt in political history. sad!",100025,20188,2017-12-07 10:19:00,2017-12-07 18:19:00,2017-12-07,18:19:00,18,2017,12,my son donald did a good job last night he was open transparent and innocent this is the greatest witch hunt in political history sad,"my son donald did a good job last night. he was open, transparent and innocent. this is the greatest witch hunt in political history. sad!","my son donald did a good job last night. he was open, transparent and innocent. this is the greatest witch hunt in political history. sad!"
8.84931e+17,"my son, donald, will be interviewed by @seanhannity tonight at 10:00 p.m. he is a great person who loves our country!",79984,13702,2017-12-07 00:24:00,2017-12-07 08:24:00,2017-12-07,08:24:00,8,2017,12,my son donald will be interviewed by seanhannity tonight at  pm he is a great person who loves our country,"my son, donald, will be interviewed by @seanhannity tonight at 10:00 p.m. he is a great person who loves our country!","my son, donald, will be interviewed by @seanhannity tonight at 10:00 p.m. he is a great person who loves our country!"
8.84746e+17,marine plane crash in mississippi is heartbreaking. melania and i send our deepest condolences to all!,101697,18121,2017-11-07 12:09:00,2017-11-07 20:09:00,2017-11-07,20:09:00,20,2017,11,marine plane crash in mississippi is heartbreaking melania and i send our deepest condolences to all,marine plane crash in mississippi is heartbreaking. melania and i send our deepest condolences to all!,marine plane crash in mississippi is heartbreaking. melania and i send our deepest condolences to all!
8.84741e+17,working hard to get the olympics for the united states (l.a.). stay tuned!,91237,15794,2017-11-07 11:46:00,2017-11-07 19:46:00,2017-11-07,19:46:00,19,2017,11,working hard to get the olympics for the united states la stay tuned,working hard to get the olympics for the united states (l.a.). stay tuned!,working hard to get the olympics for the united states (l.a.). stay tuned!
8.84729e+17,"the senate democrats have only confirmed 48 of 197 presidential nominees. they  can't win so all they do is slow things down &amp, obstruct!",80791,22369,2017-11-07 10:59:00,2017-11-07 18:59:00,2017-11-07,18:59:00,18,2017,11,the senate democrats have only confirmed  of  presidential nominees they cant win so all they do is slow things down amp obstruct,"the senate democrats have only confirmed 48 of 197 presidential nominees. they can't win so all they do is slow things down &amp, obstruct!","the senate democrats have only confirmed 48 of 197 presidential nominees. they can't win so all they do is slow things down &amp, obstruct!"
8.84379e+17,"if chelsea clinton were asked to hold the seat for her mother,as her mother gave our country away, the fake news would say chelsea for pres!",89062,20465,2017-10-07 11:47:00,2017-10-07 19:47:00,2017-10-07,19:47:00,19,2017,10,if chelsea clinton were asked to hold the seat for her motheras her mother gave our country away the fake news would say chelsea for pres,"if chelsea clinton were asked to hold the seat for her mother,as her mother gave our country away, the fake news would say chelsea for pres!","if chelsea clinton were asked to hold the seat for her mother,as her mother gave our country away, the fake news would say chelsea for pres!"
8.84375e+17,"when i left conference room for short meetings with japan and other countries, i asked ivanka to hold seat. very standard. angela m agrees!",73675,14369,2017-10-07 11:31:00,2017-10-07 19:31:00,2017-10-07,19:31:00,19,2017,10,when i left conference room for short meetings with japan and other countries i asked ivanka to hold seat very standard angela m agrees,"when i left conference room for short meetings with japan and other countries, i asked ivanka to hold seat. very standard. angela m agrees!","when i left conference room for short meetings with japan and other countries, i asked ivanka to hold seat. very standard. angela m agrees!"
8.84363e+17,i cannot imagine that congress would dare to leave washington without a beautiful new healthcare bill fully approved and ready to go!,85645,18460,2017-10-07 10:47:00,2017-10-07 18:47:00,2017-10-07,18:47:00,18,2017,10,i cannot imagine that congress would dare to leave washington without a beautiful new healthcare bill fully approved and ready to go,i cannot imagine that congress would dare to leave washington without a beautiful new healthcare bill fully approved and ready to go!,i cannot imagine that congress would dare to leave washington without a beautiful new healthcare bill fully approved and ready to go!
8.84362e+17,james comey leaked classified information to the media. that is so illegal!,92821,23961,2017-10-07 10:40:00,2017-10-07 18:40:00,2017-10-07,18:40:00,18,2017,10,james comey leaked classified information to the media that is so illegal,james comey leaked classified information to the media. that is so illegal!,james comey leaked classified information to the media. that is so illegal!
