id,text,favorites,retweets,date,tweet_datetime,date_part,time_part,hour,year,month
9.44667e+17,wow fbi lawyer james baker reassigned according to,58511,13341,2017-12-23 20:32:00,2017-12-24 04:32:00,2017-12-24,04:32:00,4,2017,12
9.44666e+17,fbi deputy director andrew mccabe is racing the clock to retire with full benefits days to go,61879,17323,2017-12-23 20:30:00,2017-12-24 04:30:00,2017-12-24,04:30:00,4,2017,12
9.44666e+17,how can fbi deputy director andrew mccabe the man in charge along with leakin james comey of the phony hillary clinton investigation including her illegally deleted emails be given for wifes campaign by clinton puppets during investigation,102458,28589,2017-12-23 20:27:00,2017-12-24 04:27:00,2017-12-24,04:27:00,4,2017,12
9.4433e+17,remember the most hated part of obamacare is the individual mandate which is being terminated under our just signed tax cut bill,101486,19795,2017-12-22 22:11:00,2017-12-23 06:11:00,2017-12-23,06:11:00,6,2017,12
9.43598e+17,we are making america great again,85379,18953,2017-12-20 21:44:00,2017-12-21 05:44:00,2017-12-21,05:44:00,5,2017,12
9.43363e+17,the united states senate just passed the biggest in history tax cut and reform bill terrible individual mandate obamacare repealed goes to the house tomorrow morning for final vote if approved there will be a news conference at the white house at approximately p m,118874,24870,2017-12-20 06:09:00,2017-12-20 14:09:00,2017-12-20,14:09:00,14,2017,12
9.43214e+17,congratulations to paul ryan kevin mccarthy kevin brady steve scalise cathy mcmorris rodgers and all great house republicans who voted in favor of cutting your taxes,108974,19499,2017-12-19 20:18:00,2017-12-20 04:18:00,2017-12-20,04:18:00,4,2017,12
9.43079e+17,stocks and the economy have a long way to go after the tax cut bill is totally understood and appreciated in scope and size immediate expensing will have a big impact biggest tax cuts and reform ever passed enjoy and create many beautiful jobs,59049,11224,2017-12-19 11:23:00,2017-12-19 19:23:00,2017-12-19,19:23:00,19,2017,12
9.43074e+17,dow rises points on the year for the first time ever make america great again,96316,19077,2017-12-19 11:04:00,2017-12-19 19:04:00,2017-12-19,19:04:00,19,2017,12
9.42921e+17,together our task is to strengthen our families to build up our communities to serve our citizens and to celebrate american greatness as a shining example to the world,56477,13138,2017-12-19 00:54:00,2017-12-19 08:54:00,2017-12-19,08:54:00,8,2017,12
9.42905e+17,with the strategy that i announced today we are declaring that america is in the game and america is determined to win our four pillars of national security strategy,51506,12330,2017-12-18 23:49:00,2017-12-19 07:49:00,2017-12-19,07:49:00,7,2017,12
9.42884e+17,record closes for the dow so far this year we have never had dow records in a one year period wow,82981,17094,2017-12-18 22:25:00,2017-12-19 06:25:00,2017-12-19,06:25:00,6,2017,12
9.42882e+17,thank you maria b,33592,6779,2017-12-18 22:20:00,2017-12-19 06:20:00,2017-12-19,06:20:00,6,2017,12
9.42882e+17,so true ivanka,36603,6750,2017-12-18 22:18:00,2017-12-19 06:18:00,2017-12-19,06:18:00,6,2017,12
9.42857e+17,as the world watches we are days away from passing historic tax cuts for american families and businesses it will be the biggest tax cut and tax reform in the history of our country,40985,7814,2017-12-18 20:40:00,2017-12-19 04:40:00,2017-12-19,04:40:00,4,2017,12
9.42854e+17,when the american people speak all of us should listen just over one year ago you spoke loud and clear on november you voted to make america great again,41122,8025,2017-12-18 20:28:00,2017-12-19 04:28:00,2017-12-19,04:28:00,4,2017,12
9.42852e+17,over the past months i have travelled tens of thousands of miles to visit countries i have met with more than world leaders and everywhere i traveled it was my highest privilege and greatest honor to represent the american people,54593,10269,2017-12-18 20:19:00,2017-12-19 04:19:00,2017-12-19,04:19:00,4,2017,12
9.42722e+17,ivanka trump will be interviewed on,37098,4817,2017-12-18 11:42:00,2017-12-18 19:42:00,2017-12-18,19:42:00,19,2017,12
9.42717e+17,remember republicans are in congressional races this year the media refuses to mention this i said gillespie and moore would lose for very different reasons and they did i also predicted i would win republicans will do well in very well,73888,14792,2017-12-18 11:23:00,2017-12-18 19:23:00,2017-12-18,19:23:00,19,2017,12
9.42552e+17,more than a century after conquering flight the continue to motivate amp inspire americans who never tire of exploration amp innovation this great american spirit can be found in the design of every new supersonic jet and next generation,51146,10241,2017-12-18 00:26:00,2017-12-18 08:26:00,2017-12-18,08:26:00,8,2017,12
9.42503e+17,wonderful weekend at camp david a very special place a lot of very important work done heading back to the now,54110,8562,2017-12-17 21:13:00,2017-12-18 05:13:00,2017-12-18,05:13:00,5,2017,12
9.4213e+17,weekly address,43997,10167,2017-12-16 20:31:00,2017-12-17 04:31:00,2017-12-17,04:31:00,4,2017,12
9.42123e+17,tax cuts will increase investment in the american economy and in u s workers leading to higher growth higher wages and more jobs,59442,12037,2017-12-16 20:05:00,2017-12-17 04:05:00,2017-12-17,04:05:00,4,2017,12
9.41869e+17,great job kevin we are all proud of you,54860,10894,2017-12-16 03:12:00,2017-12-16 11:12:00,2017-12-16,11:12:00,11,2017,12
9.4182e+17,dow s amp p and nasdaq close at record highs,48684,10153,2017-12-16 00:00:00,2017-12-16 08:00:00,2017-12-16,08:00:00,8,2017,12
9.4179e+17,today it was my tremendous honor to visit marine helicopter squadron one hmx at the marine corps air facility in quantico virginia i am honored to serve as your commanderinchief on behalf of an entire nation thank you for your sacrifice and service we love you,66015,14462,2017-12-15 21:58:00,2017-12-16 05:58:00,2017-12-16,05:58:00,5,2017,12
9.41418e+17,manufacturing optimism rose to another alltime high in the latest outlook survey,32408,6893,2017-12-14 21:20:00,2017-12-15 05:20:00,2017-12-15,05:20:00,5,2017,12
9.41406e+17,in there were approximately pages in the code of federal regulations today there are over pages as seen in the roosevelt roomtoday we cut the red tape it is time to set free our dreams and make america great again,74535,20389,2017-12-14 20:35:00,2017-12-15 04:35:00,2017-12-15,04:35:00,4,2017,12
9.41404e+17,when americans are free to thrive innovate amp prosper there is no challenge too great no task too large amp no goal beyond our reach we are a nation of explorers pioneers innovators amp inventors we are nation of people who work hard dream big amp who never ever give up,58921,13232,2017-12-14 20:27:00,2017-12-15 04:27:00,2017-12-15,04:27:00,4,2017,12
9.41401e+17,today we gathered in the roosevelt room for one single reason to cut the red tape for many decades an evergrowing maze of regs rules and restrictions has cost our country trillions of dollars millions of jobs countless american factories amp devastated entire industries,48388,9921,2017-12-14 20:13:00,2017-12-15 04:13:00,2017-12-15,04:13:00,4,2017,12
9.41095e+17,thank you omarosa for your service i wish you continued success,72683,10942,2017-12-13 23:58:00,2017-12-14 07:58:00,2017-12-14,07:58:00,7,2017,12
9.40905e+17,the reason i originally endorsed luther strange and his numbers went up mightily is that i said roy moore will not be able to win the general election i was right roy worked hard but the deck was stacked against him,63126,11712,2017-12-13 11:22:00,2017-12-13 19:22:00,2017-12-13,19:22:00,19,2017,12
9.40796e+17,congratulations to doug jones on a hard fought victory the writein votes played a very big factor but a win is a win the people of alabama are great and the republicans will have another shot at this seat in a very short period of time it never ends,103471,19326,2017-12-13 04:08:00,2017-12-13 12:08:00,2017-12-13,12:08:00,12,2017,12
9.40706e+17,wishing all of those celebrating around the world a happy and healthy eight nights in the company of those they love,65750,13616,2017-12-12 22:13:00,2017-12-13 06:13:00,2017-12-13,06:13:00,6,2017,12
9.39968e+17,very little discussion of all the purposely false and defamatory stories put out this week by the fake news media they are out of control correct reporting means nothing to them major lies written then forced to be withdrawn after they are exposed a stain on america,99253,23353,2017-10-12 21:18:00,2017-10-13 05:18:00,2017-10-13,05:18:00,5,2017,10
9.3968e+17,no american should be separated from their loved ones because of preventable crime committed by those illegally in our country our cities should be sanctuaries for americans not for criminal aliens,104365,27338,2017-10-12 02:17:00,2017-10-12 10:17:00,2017-10-12,10:17:00,10,2017,10
9.39643e+17,great army navy game army wins to and brings home the commanderinchiefs trophy congratulations,78901,11838,2017-09-12 23:47:00,2017-09-13 07:47:00,2017-09-13,07:47:00,7,2017,9
9.39641e+17,great army navy game army wins to and brings home the commanderinchiefs trophy last time was wow congratulations,7867,1657,2017-09-12 11:39:00,2017-09-12 19:39:00,2017-09-12,19:39:00,19,2017,9
9.39634e+17,of the washington post just admitted that his picture was a fake fraud showing an almost empty arena last night for my speech in pensacola when in fact he knew the arena was packed as shown also on t v fake news he should be fired,73972,18321,2017-09-12 23:14:00,2017-09-13 07:14:00,2017-09-13,07:14:00,7,2017,9
9.39616e+17,put out a phony photo of an empty arena hours before i arrived the venue w thousands of people outside on their way in real photos now shown as i spoke packed house many people unable to get in demand apology amp retraction from fake news wapo,64019,18675,2017-09-12 22:01:00,2017-09-13 06:01:00,2017-09-13,06:01:00,6,2017,9
9.39376e+17,we believe that every american should stand for the national anthem and we proudly pledge allegiance to one nation under god,58748,13187,2017-09-12 06:06:00,2017-09-12 14:06:00,2017-09-12,14:06:00,14,2017,9
9.39355e+17,this is your land this is your home and its your voice that matters the most so speak up be heard and fight fight fight for the change youve been waiting for your entire life merry christmas and thank you pensacola florida,65377,16573,2017-09-12 04:46:00,2017-09-12 12:46:00,2017-09-12,12:46:00,12,2017,9
9.393e+17,just arrived at the pensacola bay center join me live on in minutes,34237,5407,2017-09-12 01:04:00,2017-09-12 09:04:00,2017-09-12,09:04:00,9,2017,9
9.39275e+17,on my way to pensacola florida see everyone soon,41796,6207,2017-08-12 23:25:00,2017-08-13 07:25:00,2017-08-13,07:25:00,7,2017,8
9.39007e+17,i fulfilled my campaign promise others didnt,128801,44196,2017-08-12 05:41:00,2017-08-12 13:41:00,2017-08-12,13:41:00,13,2017,8
9.39006e+17,tonight melania and i were thrilled to welcome so many wonderful friends to the and wish them all a very,41742,8012,2017-08-12 05:36:00,2017-08-12 13:36:00,2017-08-12,13:36:00,13,2017,8
9.38878e+17,across the battlefields oceans and harrowing skies of europe and the pacific throughout the war one great battle cry could be heard by americas friends and foes alike remember pearl harbor,53619,10670,2017-07-12 21:10:00,2017-07-13 05:10:00,2017-07-13,05:10:00,5,2017,7
9.38874e+17,today as we remember pearl harbor it was an incredible honor to be joined with surviving veterans of the attack on they are heroes and they are living witnesses to american history all american hearts are filled with gratitude for their service and their sacrifice,52705,10118,2017-07-12 20:52:00,2017-07-13 04:52:00,2017-07-13,04:52:00,4,2017,7
9.38862e+17,today the u s flag flies at halfstaff at the in honor of national pearl harbor remembrance day,46715,8315,2017-07-12 20:04:00,2017-07-13 04:04:00,2017-07-13,04:04:00,4,2017,7
9.38517e+17,i have determined that it is time to officially recognize jerusalem as the capital of israel i am also directing the state department to begin preparation to move the american embassy from tel aviv to jerusalem,113973,31278,2017-06-12 21:14:00,2017-06-13 05:14:00,2017-06-13,05:14:00,5,2017,6
9.38185e+17,join me this friday in pensacola florida at the pensacola bay center tickets,42799,9786,2017-05-12 23:13:00,2017-05-13 07:13:00,2017-05-13,07:13:00,7,2017,5
9.37653e+17,putting pelosi schumer liberal puppet jones into office in alabama would hurt our great republican agenda of low on taxes tough on crime strong on military and borders amp so much more look at your ks since election highest stock market ever jobs are roaring back,80272,17052,2017-04-12 12:00:00,2017-04-12 20:00:00,2017-04-12,20:00:00,20,2017,4
9.37642e+17,democrats refusal to give even one vote for massive tax cuts is why we need republican roy moore to win in alabama we need his vote on stopping crime illegal immigration border wall military pro life v a judges nd amendment and more no to jones a pelosi schumer puppet,80564,20232,2017-04-12 11:17:00,2017-04-12 19:17:00,2017-04-12,19:17:00,19,2017,4
9.37279e+17,i never asked comey to stop investigating flynn just more fake news covering another comey lie,77729,17398,2017-03-12 11:15:00,2017-03-12 19:15:00,2017-03-12,19:15:00,19,2017,3
9.37145e+17,congratulations to news for suspending brian ross for his horrendously inaccurate and dishonest report on the russia russia russia witch hunt more networks and papers should do the same with their fake news,88788,20965,2017-03-12 02:22:00,2017-03-12 10:22:00,2017-03-12,10:22:00,10,2017,3
9.37143e+17,many people in our country are asking what the justice department is going to do about the fact that totally crooked hillary after receiving a subpoena from the united states congress deleted and acid washed emails no justice,95324,25611,2017-03-12 02:13:00,2017-03-12 10:13:00,2017-03-12,10:13:00,10,2017,3
9.37141e+17,so general flynn lies to the fbi and his life is destroyed while crooked hillary clinton on that now famous fbi holiday interrogation with no swearing in and no recording lies many times and nothing happens to her rigged system or just a double standard,120699,34268,2017-03-12 02:06:00,2017-03-12 10:06:00,2017-03-12,10:06:00,10,2017,3
9.37137e+17,great job first lady melania,67562,11335,2017-03-12 01:50:00,2017-03-12 09:50:00,2017-03-12,09:50:00,9,2017,3
9.37066e+17,years ago this week a brave seamstress in montgomery alabama uttered one word that changed history,82830,21271,2017-02-12 21:07:00,2017-02-13 05:07:00,2017-02-13,05:07:00,5,2017,2
9.36865e+17,we are one step closer to delivering massive tax cuts for working families across america special thanks to mitch mcconnell and chairman for shepherding our bill through the senate look forward to signing a final bill before christmas,59801,13417,2017-02-12 07:49:00,2017-02-12 15:49:00,2017-02-12,15:49:00,15,2017,2
9.35838e+17,great and we should boycott fake news cnn dealing with them is a total waste of time,55790,12620,2017-11-29 11:49:00,2017-11-29 19:49:00,2017-11-29,19:49:00,19,2017,11
9.36352e+17,our fifth k milestone of,45434,10067,2017-11-30 21:50:00,2017-12-01 05:50:00,2017-12-01,05:50:00,5,2017,12
